address,city,state,zip,asking_price,beds,baths,sqft,hoa_monthly,property_type,mls_id,listing_url,market_area,source_zips
Homes Available Soon Plan,Kissimmee,FL,34759,,,,,,single_family,4F2CF871FB5D,https://www.redfin.com/FL/Kissimmee/Kissimmee/Homes-Available-Soon/home/202180649,kissimmee,34758
3726 Sepia St,Kissimmee,FL,34758,20000,3,2,1407,,condo,24401094,https://www.redfin.com/FL/Kissimmee/3726-Sepia-St-34758/home/194088751,kissimmee,34758
Neptune Rd,Kissimmee,FL,34744,20000,,,,,8,O6240586,https://www.redfin.com/FL/Kissimmee/Neptune-Rd-34744/home/162409808,kissimmee,34769
2050 E Irlo Bronson Memorial Hwy #108,Kissimmee,FL,34744,33000,1,1,324,500,townhouse,O6366840,https://www.redfin.com/FL/Kissimmee/2050-E-Irlo-Bronson-Memorial-Hwy-34744/unit-108/home/46487498,kissimmee,34744
565 Imperial Pl,Kissimmee,FL,34758,37900,,,,35,8,S5155148,https://www.redfin.com/FL/Kissimmee/565-Imperial-Pl-34758/home/162378199,kissimmee,34758
0 Banbridge Dr,Kissimmee,FL,34758,38000,,,,85,7,B26019751,https://www.redfin.com/FL/Kissimmee/Banbridge-Dr-34758/home/162377668,kissimmee,34758
Cannock Dr,Kissimmee,FL,34758,38999,,,,83,8,O6399750,https://www.redfin.com/FL/Kissimmee/Cannock-Dr-34758/home/162377540,kissimmee,34758
364 Bowfin Dr,Kissimmee,FL,34759,39500,,,,35,8,C7527018,https://www.redfin.com/FL/Kissimmee/364-Bowfin-Dr-34759/home/202161449,kissimmee,34759
Maricopa Dr,Kissimmee,FL,34758,39900,,,,27,8,S5130912,https://www.redfin.com/FL/Kissimmee/Maricopa-Dr-34758/home/162476463,kissimmee,34758
0 Milan Dr,Kissimmee,FL,34758,43000,,,,85,8,S5104415,https://www.redfin.com/FL/Kissimmee/Milan-Dr-34758/home/54698318,kissimmee,34758
0 Heraldo Ct,Kissimmee,FL,34758,43000,,,,85,8,S5104422,https://www.redfin.com/FL/Kissimmee/Unknown-34758/home/162592039,kissimmee,34758
0 E Vine St,Kissimmee,FL,34744,45000,,,,,8,B26020861,https://www.redfin.com/FL/Kissimmee/0-E-Irlo-Bronson-Memorial-Hwy-34744/home/194518520,kissimmee,34744
2541 Rio Grande Valley Ct,Kissimmee,FL,34759,46000,,,,35,8,1080983,https://www.redfin.com/FL/Kissimmee/2541-Rio-Grande-Valley-Ct-34759/home/202378136,kissimmee,34759
Knotts Ln,Kissimmee,FL,34743,49000,,,,,8,O6240583,https://www.redfin.com/FL/Kissimmee/Knotts-Ln-34743/home/162613397,kissimmee,34743
2173 Rock Dr,Kissimmee,FL,34759,49900,,,,25,8,O6417242,https://www.redfin.com/FL/Kissimmee/2173-Rock-Dr-34759/home/194962958,kissimmee,34759
0 Notre Dame Way,Kissimmee,FL,34759,50000,,,,35,8,O6423862,https://www.redfin.com/FL/Kissimmee/Notre-Dame-Way-34759/home/162478003,kissimmee,34759
5367 W Irlo Bronson Memorial Hwy Unit 1-117,Kissimmee,FL,34746,55000,1,1,198,286,townhouse,O6408304,https://www.redfin.com/FL/Kissimmee/5367-W-Irlo-Bronson-Memorial-Hwy-34746/unit-1-117/home/170040446,kissimmee,34746
5367 W Irlo Bronson Memorial Hwy Unit 1-120,Kissimmee,FL,34746,55000,1,1,198,286,townhouse,O6408289,https://www.redfin.com/FL/Kissimmee/5367-W-Irlo-Bronson-Memorial-Hwy-34746/unit-1-120/home/170040451,kissimmee,34746
Cotulla Dr,Kissimmee,FL,34758,55000,,,,35,8,O6337319,https://www.redfin.com/FL/Kissimmee/Cotulla-Dr-34758/home/162476447,kissimmee,34758
Genoa Ct,Kissimmee,FL,34758,55000,,,,25,8,O6087055,https://www.redfin.com/FL/Kissimmee/Unknown-34758/home/162476942,kissimmee,34758
5367 W Irlo Bronson Memorial Hwy Unit 2-214,Kissimmee,FL,34746,57000,1,1,198,310,townhouse,O6425666,https://www.redfin.com/FL/Kissimmee/5367-W-Irlo-Bronson-Memorial-Hwy-34746/unit-2-214/home/170040539,kissimmee,34746
5367 W Irlo Bronson Memorial Hwy Unit 1-103,Kissimmee,FL,34746,64900,0,1,231,285,townhouse,O6428629,https://www.redfin.com/FL/Kissimmee/5367-W-Irlo-Bronson-Memorial-Hwy-34746/unit-1-103/home/170040426,kissimmee,34746
5367 W Irlo Bronson Memorial Hwy Unit 2-219,Kissimmee,FL,34746,64900,1,1,231,281,townhouse,S5150927,https://www.redfin.com/FL/Kissimmee/5367-W-Irlo-Bronson-Memorial-Hwy-34746/unit-2-219/home/170040544,kissimmee,34746
Chelmsford,Kissimmee,FL,34758,65000,,,,35,8,O6413107,https://www.redfin.com/FL/Kissimmee/Unknown-34758/home/162647703,kissimmee,34758
Dover Dr,Kissimmee,FL,34758,65000,,,,35,8,O6411384,https://www.redfin.com/FL/Kissimmee/Dover-Dr-34758/home/162647770,kissimmee,34758
N Delmonte Ct,Kissimmee,FL,34758,65000,,,,27,8,O6350434,https://www.redfin.com/FL/Kissimmee/N-Delmonte-Ct-34758/home/162476056,kissimmee,34758
204 Rontunda Dr,Kissimmee,FL,34758,67900,,,,23,8,O6244463,https://www.redfin.com/FL/Kissimmee/204-Rontunda-Dr-34758/home/162590942,kissimmee,34758
5367 W Irlo Bronson Mem Hwy Unit 1-203,Kissimmee,FL,34746,68900,1,1,231,310,townhouse,O6428849,https://www.redfin.com/FL/Kissimmee/5367-W-Irlo-Bronson-Mem-HWY-34746/unit-1-203/home/180347211,kissimmee,34746
652 Madrid Dr,Kissimmee,FL,34758,69000,,,,30,8,S5134765,https://www.redfin.com/FL/Kissimmee/652-Madrid-Dr-34758/home/162648197,kissimmee,34758
1080 Jack Calhoun Dr Lot 165,Kissimmee,FL,34741,70000,2,2,1100,,10,11565746,https://www.redfin.com/FL/Kissimmee/1080-Jack-Calhoun-Dr-34741/unit-165/home/201658497,kissimmee,34741
1080 Jack Calhoun Dr,Kissimmee,FL,34741,70000,2,2,1100,,single_family,24407773,https://www.redfin.com/FL/Kissimmee/1080-Jack-Calhoun-Dr-34741/home/162597005,kissimmee,34741
Maderia Ct,Kissimmee,FL,34758,70000,,,,90,8,O6311698,https://www.redfin.com/FL/Kissimmee/Unknown-34758/home/162378984,kissimmee,34758
22-25-29-201-0001-00010-A Union St,Kissimmee,FL,34741,80000,,,,,8,A4693203,https://www.redfin.com/FL/Kissimmee/22-25-29-201-0001-00010-A-Union-St-34741/home/201790134,kissimmee,34741
1523 Fairview Cir,Reunion,FL,34747,84000,,,,150,8,S5154672,https://www.redfin.com/FL/Reunion/1523-Fairview-Cir-34747/home/162514811,kissimmee,34747
1529 Fairview Cir,Reunion,FL,34747,85000,,,,158,8,O6419988,https://www.redfin.com/FL/Reunion/1529-Fairview-Cir-34747/home/162395329,kissimmee,34747
1513 Fairview Cir,Reunion,FL,34747,85000,,,,158,8,O6419613,https://www.redfin.com/FL/Reunion/1513-Fairview-Cir-34747/home/162395326,kissimmee,34747
Cambourne Dr,Kissimmee,FL,34758,90000,,,,35,8,S5143685,https://www.redfin.com/FL/Kissimmee/Cambourne-Dr-34758/home/162475317,kissimmee,34758
9674 8th Ave,Orlando,FL,32824,95000,,,,,8,O6317422,https://www.redfin.com/FL/Orlando/9674-8th-Ave-32824/home/46688526,kissimmee,32824
N John Young Pkwy,Kissimmee,FL,34741,95000,,,,,8,S5154581,https://www.redfin.com/FL/Kissimmee/John-Young-Pkwy-34741/home/194518671,kissimmee,34741
Derbyshire Dr,Kissimmee,FL,34758,95000,,,,35,8,S5143680,https://www.redfin.com/FL/Kissimmee/Derbyshire-Dr-34758/home/162590912,kissimmee,34758
0 Peabody Rd,Kissimmee,FL,34758,100000,,,,,8,O6400876,https://www.redfin.com/FL/Kissimmee/Peabody-Rd-34758/home/54592089,kissimmee,34758
436 1st St,Orlando,FL,32824,110000,,,,,8,S5114203,https://www.redfin.com/FL/Orlando/436-1st-St-32824/home/46688420,kissimmee,32824
1709 Michigan Ave Unit C,Kissimmee,FL,34744,119900,2,2,1118,350,townhouse,S5148282,https://www.redfin.com/FL/Kissimmee/1709-Michigan-Ave-34744/unit-C/home/46539360,kissimmee,34744
1683 Magnolia Ln,Kissimmee,FL,34746,119900,3,2,1200,,10,S5153218,https://www.redfin.com/FL/Kissimmee/1683-Magnolia-Ln-34746/home/46519403,kissimmee,34746
9668 3rd Ave,Orlando,FL,32824,120000,,,,,8,O6376847,https://www.redfin.com/FL/Orlando/9668-3rd-Ave-32824/home/193886634,kissimmee,32824
3100 Parkway Blvd #726,Kissimmee,FL,34747,120000,1,1,524,630,townhouse,O6429789,https://www.redfin.com/FL/Kissimmee/3100-Parkway-Blvd-34747/unit-726/home/46490422,kissimmee,34747
1144 Mary Frances Dr,Kissimmee,FL,34741,123100,3,2,,,single_family,A12042682,https://www.redfin.com/FL/Kissimmee/1144-Mary-Frances-Dr-34741/home/46567290,kissimmee,34741
1805 Michigan Ave Unit D,Kissimmee,FL,34744,129900,2,2,1118,345,townhouse,S5150908,https://www.redfin.com/FL/Kissimmee/1805-Michigan-Ave-34744/unit-D/home/46539539,kissimmee,34744
3100 Parkway Blvd #727,Kissimmee,FL,34747,129900,1,1,492,630,townhouse,S5154541,https://www.redfin.com/FL/Kissimmee/3100-Parkway-Blvd-34747/unit-727/home/46490423,kissimmee,34747
2031 Cascades Blvd #103,Kissimmee,FL,34741,135000,1,1,618,418,townhouse,O6370059,https://www.redfin.com/FL/Kissimmee/2031-Cascades-Blvd-34741/unit-103/home/46497513,kissimmee,34741
3100 Parkway Blvd #417,Kissimmee,FL,34747,135000,1,1,524,683,townhouse,S5129481,https://www.redfin.com/FL/Kissimmee/3100-Parkway-Blvd-34747/unit-417/home/46490238,kissimmee,34747
763 Rolfe St,Kissimmee,FL,34741,135950,3,2,1088,,single_family,A11940943,https://www.redfin.com/FL/Kissimmee/763-Rolfe-St-34741/home/46566898,kissimmee,34741
3100 Parkway Blvd #422,Kissimmee,FL,34747,138900,1,1,524,630,townhouse,S5150592,https://www.redfin.com/FL/Kissimmee/3100-Parkway-Blvd-34747/unit-422/home/46490241,kissimmee,34747
1036 Plantation Dr Unit D8,Kissimmee,FL,34741,139000,1,1,734,288,townhouse,O6417326,https://www.redfin.com/FL/Kissimmee/1036-Plantation-Dr-34741/unit-D8/home/46550122,kissimmee,34741
2231 Cascades Blvd #304,Kissimmee,FL,34741,139500,1,1,635,366,townhouse,O6425644,https://www.redfin.com/FL/Kissimmee/2231-Cascades-Blvd-34741/unit-304/home/46497188,kissimmee,34741
1229 Bermuda Lakes Ln #206,Kissimmee,FL,34741,139900,1,1,733,315,townhouse,O6422111,https://www.redfin.com/FL/Kissimmee/1229-Bermuda-Lakes-Ln-34741/unit-206/home/46496781,kissimmee,34741
2778 Tropical Lake Dr,Kissimmee,FL,34741,140000,,,,,8,S5143444,https://www.redfin.com/FL/Kissimmee/2778-Tropical-Lake-Dr-34741/home/162669134,kissimmee,34741
833 Oglethorpe Ct,Kissimmee,FL,34758,140000,3,2,1422,100,single_family,S5154900,https://www.redfin.com/FL/Kissimmee/833-Oglethorpe-Ct-34758/for-sale/46556034,kissimmee,34758
,Kissimmee,FL,34741,150000,2,2,970,323,townhouse,O6421184,https://www.redfin.com/FL/Kissimmee/Undisclosed-address-34741/home/46549521,kissimmee,34741
1822 Foxhall Cir #1822,Kissimmee,FL,34741,150000,2,1.5,1074,360,condo,S5141457,https://www.redfin.com/FL/Kissimmee/1822-Foxhall-Cir-34741/unit-1822/home/145352588,kissimmee,34741
2824 Bay Ave,Kissimmee,FL,34744,150000,,,,,8,S5152180,https://www.redfin.com/FL/Kissimmee/2824-Bay-Ave-34744/home/46513911,kissimmee,34744
3024 Parkway Blvd #204,Kissimmee,FL,34747,150000,1,1,661,425,townhouse,S5152173,https://www.redfin.com/FL/Kissimmee/3024-Parkway-Blvd-34747/unit-204/home/46481222,kissimmee,34747
437 Hunter Cir,Kissimmee,FL,34758,150000,2,2,1038,472,condo,S5142354,https://www.redfin.com/FL/Kissimmee/437-Hunter-Cir-34758/home/46537623,kissimmee,34758
401 Fountainhead Cir #155,Kissimmee,FL,34741,153900,1,1,744,254,townhouse,S5150963,https://www.redfin.com/FL/Kissimmee/401-Fountainhead-Cir-34741/unit-155/home/46497489,kissimmee,34741
107 E Cypress St,Kissimmee,FL,34744,154000,2,1,576,,single_family,S5149938,https://www.redfin.com/FL/Kissimmee/107-E-Cypress-St-34744/home/46541328,kissimmee,34744
9560 Hoenstine Ave,Orlando,FL,32824,155000,,,,,8,S5141451,https://www.redfin.com/FL/Orlando/9560-Hoenstine-Ave-32824/home/46724497,kissimmee,32824
10831 Windsor Walk Dr #311,Orlando,FL,32837,155000,1,1,643,267,townhouse,S5147389,https://www.redfin.com/FL/Orlando/10831-Windsor-Walk-Dr-32837/unit-311/home/145353324,kissimmee,32837
10831 Windsor Walk Dr #1308,Orlando,FL,32837,155000,1,1,632,272,townhouse,O6391873,https://www.redfin.com/FL/Orlando/10831-Windsor-Walk-Dr-32837/unit-1308/home/46619130,kissimmee,32837
713 Toulon Dr,Kissimmee,FL,34759,156000,3,2,1414,108,single_family,O6427770,https://www.redfin.com/FL/Kissimmee/713-Toulon-Dr-34759/for-sale/46564865,kissimmee,34759
2401 Barley Club Ct #2,Orlando,FL,32837,159000,2,2,905,400,townhouse,G5100417,https://www.redfin.com/FL/Orlando/2401-Barley-Club-Ct-32837/unit-2/home/46638893,kissimmee,32837
1615 Columbia Arms Cir #251,Kissimmee,FL,34741,159900,2,2,1140,378,townhouse,S5147234,https://www.redfin.com/FL/Kissimmee/1615-Columbia-Arms-Cir-34741/unit-251/home/46494095,kissimmee,34741
1817 Michigan Ave Unit D,Kissimmee,FL,34744,159900,2,2,1118,345,townhouse,S5141290,https://www.redfin.com/FL/Kissimmee/1817-Michigan-Ave-34744/unit-D/home/46539516,kissimmee,34744
3849 Bay Club Cir #204,Kissimmee,FL,34741,160000,2,2,910,429,townhouse,S5146820,https://www.redfin.com/FL/Kissimmee/3849-Bay-Club-Cir-34741/unit-204/home/46504212,kissimmee,34741
2203 Key West Ct #432,Kissimmee,FL,34741,160000,2,2,1026,340,townhouse,S5124599,https://www.redfin.com/FL/Kissimmee/2203-Key-West-Ct-34741/unit-432/home/46493858,kissimmee,34741
444 Hunter Cir,Kissimmee,FL,34758,160000,2,2,1038,370,condo,O6395144,https://www.redfin.com/FL/Kissimmee/444-Hunter-Cir-34758/home/46537660,kissimmee,34758
2208 Antigua Pl #914,Kissimmee,FL,34741,164000,1,1,762,249,townhouse,S5154960,https://www.redfin.com/FL/Kissimmee/2208-Antigua-Pl-34741/unit-914/home/46494082,kissimmee,34741
3827 Bay Club Cir #103,Kissimmee,FL,34741,164900,2,2,910,435,townhouse,S5149138,https://www.redfin.com/FL/Kissimmee/3827-Bay-Club-Cir-34741/unit-103/home/46504164,kissimmee,34741
9911 Turf Ct #2,Orlando,FL,32837,165000,2,2,905,400,townhouse,O6428234,https://www.redfin.com/FL/Orlando/9911-Turf-Ct-32837/unit-2/home/46638757,kissimmee,32837
1001 Plantation Dr Unit C1,Kissimmee,FL,34741,165000,2,2,1008,600,townhouse,O6429793,https://www.redfin.com/FL/Kissimmee/1001-Plantation-Dr-34741/unit-C1/home/46549514,kissimmee,34741
409 Fountainhead Cir #236,Kissimmee,FL,34741,165000,2,2,932,324,townhouse,O6366787,https://www.redfin.com/FL/Kissimmee/409-Fountainhead-Cir-34741/unit-236/home/46497429,kissimmee,34741
2743 Lucille St,Kissimmee,FL,34744,165000,,,,,8,O6430825,https://www.redfin.com/FL/Kissimmee/2743-Lucille-St-34744/home/46532770,kissimmee,34744
0 N Stewart St,Kissimmee,FL,34746,165000,,,,,8,O6427529,https://www.redfin.com/FL/Kissimmee/N-Stewart-St-34746/home/54690565,kissimmee,34746
3038 Parkway Blvd #306,Kissimmee,FL,34747,165000,2,2,937,642,townhouse,S5155391,https://www.redfin.com/FL/Kissimmee/3038-Parkway-Blvd-34747/unit-306/home/46481475,kissimmee,34747
7632 Excitement Dr,Reunion,FL,34747,166000,,,,158,8,O6432055,https://www.redfin.com/FL/Reunion/7632-Excitement-Dr-34747/home/54703524,kissimmee,34747
3831 Nautical Way #203,Kissimmee,FL,34741,167990,2,2,910,435,townhouse,O6385814,https://www.redfin.com/FL/Kissimmee/3831-Nautical-Way-34741/unit-203/home/46499254,kissimmee,34741
2209 Antigua Pl #828,Kissimmee,FL,34741,168000,2,2,1026,350,townhouse,S5153258,https://www.redfin.com/FL/Kissimmee/2209-Antigua-Pl-34741/unit-828/home/46494026,kissimmee,34741
2417 Barley Club Ct #1,Orlando,FL,32837,169900,2,2,905,400,townhouse,O6413260,https://www.redfin.com/FL/Orlando/2417-Barley-Club-Ct-32837/unit-1/home/46638880,kissimmee,32837
2749 N Poinciana Blvd #24,Kissimmee,FL,34746,169900,3,2,1287,545,townhouse,R4911455,https://www.redfin.com/FL/Kissimmee/2749-N-Poinciana-Blvd-34746/unit-24/home/46533849,kissimmee,34746
3814 Bay Club Cir #204,Kissimmee,FL,34741,169990,2,2,910,435,townhouse,O6386706,https://www.redfin.com/FL/Kissimmee/3814-Bay-Club-Cir-34741/unit-204/home/46504382,kissimmee,34741
39 Lago Mesa Way,Kissimmee,FL,34743,169999,1,1,672,50,condo,S5153392,https://www.redfin.com/FL/Kissimmee/39-Lago-Mesa-Way-34743/home/46528946,kissimmee,34743
2400 Barley Club Ct #3,Orlando,FL,32837,170000,2,2,905,400,townhouse,O6429607,https://www.redfin.com/FL/Orlando/2400-Barley-Club-Ct-32837/unit-3/for-sale/46638890,kissimmee,32837
1055 Universal Rest Pl,Kissimmee,FL,34744,170000,3,2,1728,200,condo,S5152039,https://www.redfin.com/FL/Kissimmee/1055-Universal-Rest-Pl-34744/home/46549070,kissimmee,34744
3032 Parkway Blvd #101,Kissimmee,FL,34747,170000,2,2,937,318,townhouse,O6421743,https://www.redfin.com/FL/Kissimmee/3032-Parkway-Blvd-34747/unit-101/home/46480634,kissimmee,34747
569 Hunter Cir,Kissimmee,FL,34758,170999,2,2,1038,472,single_family,S5147655,https://www.redfin.com/FL/Kissimmee/569-Hunter-Cir-34758/home/46537480,kissimmee,34758
14327 Fredricksburg Dr #1601,Orlando,FL,32837,171000,1,1,599,349,townhouse,S5152710,https://www.redfin.com/FL/Orlando/14327-Fredricksburg-Dr-32837/unit-1601/home/46620025,kissimmee,32837
2417 Barley Club Dr #5,Orlando,FL,32837,171990,2,2,905,400,townhouse,O6410606,https://www.redfin.com/FL/Orlando/2417-Barley-Club-Dr-32837/unit-5/home/46638686,kissimmee,32837
1222 Bermuda Lakes Ln #106,Kissimmee,FL,34741,172400,2,2,1103,450,townhouse,S5150480,https://www.redfin.com/FL/Kissimmee/1222-Bermuda-Lakes-Ln-34741/unit-106/home/46496741,kissimmee,34741
2202 Key West Ct #626,Kissimmee,FL,34741,174899,2,2,1026,350,townhouse,S5150652,https://www.redfin.com/FL/Kissimmee/2202-Key-West-Ct-34741/unit-626/home/46493864,kissimmee,34741
9800 Turf Way #1,Orlando,FL,32837,174900,2,2,905,400,townhouse,O6419170,https://www.redfin.com/FL/Orlando/9800-Turf-Way-32837/unit-1/home/46619628,kissimmee,32837
9909 Sweepstakes Ln #4,Orlando,FL,32837,174900,2,2,905,400,townhouse,S5147822,https://www.redfin.com/FL/Orlando/9909-Sweepstakes-Ln-32837/unit-4/home/46638813,kissimmee,32837
9902 Turf Way #6,Orlando,FL,32837,175000,2,2,905,400,townhouse,TB8533241,https://www.redfin.com/FL/Orlando/9902-Turf-Way-32837/unit-6/home/46638819,kissimmee,32837
13917 Fairway Island Dr #917,Orlando,FL,32837,175000,1,1,861,446,townhouse,O6399866,https://www.redfin.com/FL/Orlando/13917-Fairway-Island-Dr-32837/unit-917/home/46639462,kissimmee,32837
2013 Tizewell Cir #1403,Orlando,FL,32837,175000,1,1,753,395,townhouse,O6349588,https://www.redfin.com/FL/Orlando/2013-Tizewell-Cir-32837/unit-1403/home/46640030,kissimmee,32837
3028 Parkway Blvd #301,Kissimmee,FL,34747,175000,2,2,937,593,townhouse,O6415164,https://www.redfin.com/FL/Kissimmee/3028-Parkway-Blvd-34747/unit-301/home/46481136,kissimmee,34747
4179 Spitfire Ave,Kissimmee,FL,34741,176000,2,2,930,51,condo,O6430504,https://www.redfin.com/FL/Kissimmee/4179-Spitfire-Ave-34741/home/46546580,kissimmee,34741
2208 Antigua Pl #938,Kissimmee,FL,34741,178900,2,2,1026,348,townhouse,O6405626,https://www.redfin.com/FL/Kissimmee/2208-Antigua-Pl-34741/unit-938/home/46491481,kissimmee,34741
84 E Marbrisa Way,Kissimmee,FL,34743,179000,2,1,750,75,single_family,S5141092,https://www.redfin.com/FL/Kissimmee/84-E-Marbrisa-Way-34743/home/46529076,kissimmee,34743
2602 Einwood Dr,Kissimmee,FL,34758,179000,3,2,1507,146,10,S5154014,https://www.redfin.com/FL/Kissimmee/2602-Einwood-Dr-34758/home/46536705,kissimmee,34758
Michigan Ave,Kissimmee,FL,34744,179777,,,,,8,S5142122,https://www.redfin.com/FL/Kissimmee/Michigan-Ave-34744/home/177670800,kissimmee,34744
12024 Villanova Dr #103,Orlando,FL,32837,179900,1,1,790,433,townhouse,O6429474,https://www.redfin.com/FL/Orlando/12024-Villanova-Dr-32837/unit-103/for-sale/46639803,kissimmee,32837
9942 Turf Way #1,Orlando,FL,32837,179999,2,2,905,400,townhouse,S5150460,https://www.redfin.com/FL/Orlando/9942-Turf-Way-32837/unit-1/home/46638862,kissimmee,32837
14049 Fairway Island Dr #127,Orlando,FL,32837,180000,1,1,861,441,townhouse,S5141988,https://www.redfin.com/FL/Orlando/14049-Fairway-Island-Dr-32837/unit-127/home/46639244,kissimmee,32837
14049 Fairway Island Dr #122,Orlando,FL,32837,180000,1,1,861,441,townhouse,S5141986,https://www.redfin.com/FL/Orlando/14049-Fairway-Island-Dr-32837/unit-122/home/46639270,kissimmee,32837
4103 Tropical Isle Blvd #123,Kissimmee,FL,34741,180000,2,2,1026,350,townhouse,O6414436,https://www.redfin.com/FL/Kissimmee/4103-Tropical-Isle-Blvd-34741/unit-123/home/46491464,kissimmee,34741
1006 Plantation Dr Unit F9,Kissimmee,FL,34741,183500,2,1,872,265,townhouse,S5146662,https://www.redfin.com/FL/Kissimmee/1006-Plantation-Dr-34741/unit-F9/home/46550634,kissimmee,34741
74 S Marbrisa Way,Kissimmee,FL,34743,184900,1,1,672,75,single_family,S5150164,https://www.redfin.com/FL/Kissimmee/74-S-Marbrisa-Way-34743/home/46529091,kissimmee,34743
2010 Royal Bay Blvd #113,Kissimmee,FL,34746,184900,3,2,1326,350,townhouse,S5151472,https://www.redfin.com/FL/Kissimmee/2010-Royal-Bay-Blvd-34746/unit-113/home/46538959,kissimmee,34746
1338 Seven Eagles Ct #202,Reunion,FL,34747,184900,1,1,823,553,townhouse,O6421220,https://www.redfin.com/FL/Reunion/1338-Seven-Eagles-Ct-34747/unit-202/home/46480791,kissimmee,34747
1016 Spring Meadow Dr #12,Kissimmee,FL,34741,185000,2,1.5,1012,324,townhouse,R4911578,https://www.redfin.com/FL/Kissimmee/1016-Spring-Meadow-Dr-34741/unit-12/home/202661491,kissimmee,34741
2931 Rio Grande Trl Unit D,Kissimmee,FL,34741,185000,2,2,1025,250,townhouse,S5144253,https://www.redfin.com/FL/Kissimmee/2931-Rio-Grande-Trl-34741/unit-D/home/170633559,kissimmee,34741
3177 Feltrim Pl Unit 104,Kissimmee,FL,34747,185000,2,2,1062,465,townhouse,B26056626,https://www.redfin.com/FL/Kissimmee/3177-Feltrim-Pl-34747/unit-104/for-sale/46507068,kissimmee,34747
12203 Wild Iris Way #108,Orlando,FL,32837,185900,1,1,790,429,townhouse,O6357912,https://www.redfin.com/FL/Orlando/12203-Wild-Iris-Way-32837/unit-108/home/46639848,kissimmee,32837
13953 Fairway Island Dr #633,Orlando,FL,32837,186000,2,2,1020,442,townhouse,S5148285,https://www.redfin.com/FL/Orlando/13953-Fairway-Island-Dr-32837/unit-633/home/46639399,kissimmee,32837
13803 Fairway Island Dr #1626,Orlando,FL,32837,186000,2,2,1020,462,townhouse,O6398130,https://www.redfin.com/FL/Orlando/13803-Fairway-Island-Dr-32837/unit-1626/home/46639718,kissimmee,32837
1205 Bermuda Lakes Ln #303,Kissimmee,FL,34741,187000,2,2,1103,458,townhouse,S5155137,https://www.redfin.com/FL/Kissimmee/1205-Bermuda-Lakes-Ln-34741/unit-303/home/46496829,kissimmee,34741
216 Ellsworth Dr,Kissimmee,FL,34758,187000,2,2,970,163,10,S5142782,https://www.redfin.com/FL/Kissimmee/216-Ellsworth-Dr-34758/home/46536819,kissimmee,34758
3827 Bay Club Cir #204,Kissimmee,FL,34741,188000,2,2,910,429,townhouse,S5141001,https://www.redfin.com/FL/Kissimmee/3827-Bay-Club-Cir-34741/unit-204/home/46504163,kissimmee,34741
2741 N Poinciana Blvd #49,Kissimmee,FL,34746,188000,3,2,1287,547,townhouse,S5152898,https://www.redfin.com/FL/Kissimmee/2741-N-Poinciana-Blvd-34746/unit-49/home/46533871,kissimmee,34746
3226 Fox Squirrel Dr,Kissimmee,FL,34741,189890,2,2,1100,334,townhouse,O6385328,https://www.redfin.com/FL/Kissimmee/3226-Fox-Squirrel-Dr-34741/home/46544653,kissimmee,34741
13403 Fairway Glen Dr #203,Orlando,FL,32824,189900,2,2,1013,443,townhouse,O6423115,https://www.redfin.com/FL/Orlando/13403-Fairway-Glen-Dr-32824/unit-203/home/46893062,kissimmee,32824
2217 Grand Cayman Ct #1223,Kissimmee,FL,34741,189997,2,2,1026,350,townhouse,S5153437,https://www.redfin.com/FL/Kissimmee/2217-Grand-Cayman-Ct-34741/unit-1223/home/46494011,kissimmee,34741
204 2nd St,Orlando,FL,32824,190000,,,,,8,O6410476,https://www.redfin.com/FL/Orlando/204-2nd-St-32824/home/46688250,kissimmee,32824
13941 Fairway Island Dr #733,Orlando,FL,32837,190000,2,2,1020,633,townhouse,O6387081,https://www.redfin.com/FL/Orlando/13941-Fairway-Island-Dr-32837/unit-733/home/46639420,kissimmee,32837
14013 Fairway Island Dr #415,Orlando,FL,32837,190000,2,2,1020,442,townhouse,O6252481,https://www.redfin.com/FL/Orlando/14013-Fairway-Island-Dr-32837/unit-415/home/46639332,kissimmee,32837
1018 Plantation Dr Unit A18,Kissimmee,FL,34741,190000,2,2,970,280,townhouse,S5154794,https://www.redfin.com/FL/Kissimmee/1018-Plantation-Dr-34741/unit-A18/home/46550158,kissimmee,34741
2210 Grand Cayman Ct #1737,Kissimmee,FL,34741,190000,2,2,1026,519,townhouse,S5146804,https://www.redfin.com/FL/Kissimmee/2210-Grand-Cayman-Ct-34741/unit-1737/home/46493650,kissimmee,34741
2208 Antigua Pl #932,Kissimmee,FL,34741,190000,2,2,1026,325,townhouse,O6307758,https://www.redfin.com/FL/Kissimmee/2208-Antigua-Pl-34741/unit-932/home/46494064,kissimmee,34741
2358 Old Dixie Hwy,Kissimmee,FL,34744,190000,2,1,1232,,single_family,O6430489,https://www.redfin.com/FL/Kissimmee/2358-Old-Dixie-Hwy-34744/for-sale/46541676,kissimmee,34744
2063 Neptune Rd,Kissimmee,FL,34744,190000,,,,,8,S5145365,https://www.redfin.com/FL/Kissimmee/2063-Neptune-Rd-34744/home/54635562,kissimmee,34744
9055 Treasure Trove Ln #207,Kissimmee,FL,34747,190000,2,2,1445,676,townhouse,S5152990,https://www.redfin.com/FL/Kissimmee/9055-Treasure-Trove-Ln-34747/unit-207/home/46498658,kissimmee,34747
